PassengerId,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare,Cabin,Age,Embarked,Survived
934,3,"Goldsmith, Mr. Nathan",male,0,0,SOTON/O.Q. 3101263,7.85,,41,S,nan
935,2,"Corbett, Mrs. Walter H (Irene Colvin)",female,0,0,237249,13,,30,S,nan
936,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",female,1,0,11753,52.5542,D19,45,S,nan
937,3,"Peltomaki, Mr. Nikolai Johannes",male,0,0,STON/O 2. 3101291,7.925,,25,S,nan
938,1,"Chevre, Mr. Paul Romaine",male,0,0,PC 17594,29.7,A9,45,C,nan
939,3,"Shaughnessy, Mr. Patrick",male,0,0,370374,7.75,,,Q,nan
940,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",female,0,0,11813,76.2917,D15,60,C,nan
941,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",female,0,2,C.A. 37671,15.9,,36,S,nan
942,1,"Smith, Mr. Lucien Philip",male,1,0,13695,60,C31,24,S,nan
943,2,"Pulbaum, Mr. Franz",male,0,0,SC/PARIS 2168,15.0333,,27,C,nan
944,2,"Hocking, Miss. Ellen Nellie""""",female,2,1,29105,23,,20,S,nan
945,1,"Fortune, Miss. Ethel Flora",female,3,2,19950,263,C23 C25 C27,28,S,nan
946,2,"Mangiavacchi, Mr. Serafino Emilio",male,0,0,SC/A.3 2861,15.5792,,,C,nan
947,3,"Rice, Master. Albert",male,4,1,382652,29.125,,10,Q,nan
948,3,"Cor, Mr. Bartol",male,0,0,349230,7.8958,,35,S,nan
949,3,"Abelseth, Mr. Olaus Jorgensen",male,0,0,348122,7.65,F G63,25,S,nan
950,3,"Davison, Mr. Thomas Henry",male,1,0,386525,16.1,,,S,nan
951,1,"Chaudanson, Miss. Victorine",female,0,0,PC 17608,262.375,B61,36,C,nan
952,3,"Dika, Mr. Mirko",male,0,0,349232,7.8958,,17,S,nan
953,2,"McCrae, Mr. Arthur Gordon",male,0,0,237216,13.5,,32,S,nan
954,3,"Bjorklund, Mr. Ernst Herbert",male,0,0,347090,7.75,,18,S,nan
955,3,"Bradley, Miss. Bridget Delia",female,0,0,334914,7.725,,22,Q,nan
956,1,"Ryerson, Master. John Borie",male,2,2,PC 17608,262.375,B57 B59 B63 B66,13,C,nan
957,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,0,0,F.C.C. 13534,21,,,S,nan
958,3,"Burns, Miss. Mary Delia",female,0,0,330963,7.8792,,18,Q,nan
959,1,"Moore, Mr. Clarence Bloomfield",male,0,0,113796,42.4,,47,S,nan
960,1,"Tucker, Mr. Gilbert Milligan Jr",male,0,0,2543,28.5375,C53,31,C,nan
961,1,"Fortune, Mrs. Mark (Mary McDougald)",female,1,4,19950,263,C23 C25 C27,60,S,nan
962,3,"Mulvihill, Miss. Bertha E",female,0,0,382653,7.75,,24,Q,nan
963,3,"Minkoff, Mr. Lazar",male,0,0,349211,7.8958,,21,S,nan
964,3,"Nieminen, Miss. Manta Josefina",female,0,0,3101297,7.925,,29,S,nan
965,1,"Ovies y Rodriguez, Mr. Servando",male,0,0,PC 17562,27.7208,D43,28.5,C,nan
966,1,"Geiger, Miss. Amalie",female,0,0,113503,211.5,C130,35,C,nan
967,1,"Keeping, Mr. Edwin",male,0,0,113503,211.5,C132,32.5,C,nan
968,3,"Miles, Mr. Frank",male,0,0,359306,8.05,,,S,nan
969,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,2,0,11770,25.7,C101,55,S,nan
970,2,"Aldworth, Mr. Charles Augustus",male,0,0,248744,13,,30,S,nan
971,3,"Doyle, Miss. Elizabeth",female,0,0,368702,7.75,,24,Q,nan
972,3,"Boulos, Master. Akar",male,1,1,2678,15.2458,,6,C,nan
973,1,"Straus, Mr. Isidor",male,1,0,PC 17483,221.7792,C55 C57,67,S,nan
974,1,"Case, Mr. Howard Brown",male,0,0,19924,26,,49,S,nan
975,3,"Demetri, Mr. Marinko",male,0,0,349238,7.8958,,,S,nan
976,2,"Lamb, Mr. John Joseph",male,0,0,240261,10.7083,,,Q,nan
977,3,"Khalil, Mr. Betros",male,1,0,2660,14.4542,,,C,nan
978,3,"Barry, Miss. Julia",female,0,0,330844,7.8792,,27,Q,nan
979,3,"Badman, Miss. Emily Louisa",female,0,0,A/4 31416,8.05,,18,S,nan
980,3,"O'Donoghue, Ms. Bridget",female,0,0,364856,7.75,,,Q,nan
981,2,"Wells, Master. Ralph Lester",male,1,1,29103,23,,2,S,nan
982,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,1,0,347072,13.9,,22,S,nan
983,3,"Pedersen, Mr. Olaf",male,0,0,345498,7.775,,,S,nan
984,1,"Davidson, Mrs. Thornton (Orian Hays)",female,1,2,F.C. 12750,52,B71,27,S,nan
985,3,"Guest, Mr. Robert",male,0,0,376563,8.05,,,S,nan
986,1,"Birnbaum, Mr. Jakob",male,0,0,13905,26,,25,C,nan
987,3,"Tenglin, Mr. Gunnar Isidor",male,0,0,350033,7.7958,,25,S,nan
988,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,1,0,19877,78.85,C46,76,S,nan
989,3,"Makinen, Mr. Kalle Edvard",male,0,0,STON/O 2. 3101268,7.925,,29,S,nan
990,3,"Braf, Miss. Elin Ester Maria",female,0,0,347471,7.8542,,20,S,nan
991,3,"Nancarrow, Mr. William Henry",male,0,0,A./5. 3338,8.05,,33,S,nan
992,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,1,0,11778,55.4417,C116,43,C,nan
993,2,"Weisz, Mr. Leopold",male,1,0,228414,26,,27,S,nan
994,3,"Foley, Mr. William",male,0,0,365235,7.75,,,Q,nan
995,3,"Johansson Palmquist, Mr. Oskar Leander",male,0,0,347070,7.775,,26,S,nan
996,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",female,1,1,2625,8.5167,,16,C,nan
997,3,"Holthen, Mr. Johan Martin",male,0,0,C 4001,22.525,,28,S,nan
998,3,"Buckley, Mr. Daniel",male,0,0,330920,7.8208,,21,Q,nan
999,3,"Ryan, Mr. Edward",male,0,0,383162,7.75,,,Q,nan
1000,3,"Willer, Mr. Aaron (Abi Weller"")""",male,0,0,3410,8.7125,,,S,nan
1001,2,"Swane, Mr. George",male,0,0,248734,13,F,18.5,S,nan
1002,2,"Stanton, Mr. Samuel Ward",male,0,0,237734,15.0458,,41,C,nan
1003,3,"Shine, Miss. Ellen Natalia",female,0,0,330968,7.7792,,,Q,nan
1004,1,"Evans, Miss. Edith Corse",female,0,0,PC 17531,31.6792,A29,36,C,nan
1005,3,"Buckley, Miss. Katherine",female,0,0,329944,7.2833,,18.5,Q,nan
1006,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,1,0,PC 17483,221.7792,C55 C57,63,S,nan
1007,3,"Chronopoulos, Mr. Demetrios",male,1,0,2680,14.4542,,18,C,nan
1008,3,"Thomas, Mr. John",male,0,0,2681,6.4375,,,C,nan
1009,3,"Sandstrom, Miss. Beatrice Irene",female,1,1,PP 9549,16.7,G6,1,S,nan
1010,1,"Beattie, Mr. Thomson",male,0,0,13050,75.2417,C6,36,C,nan
1011,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,1,0,SC/AH 29037,26,,29,S,nan
1012,2,"Watt, Miss. Bertha J",female,0,0,C.A. 33595,15.75,,12,S,nan
1013,3,"Kiernan, Mr. John",male,1,0,367227,7.75,,,Q,nan
1014,1,"Schabert, Mrs. Paul (Emma Mock)",female,1,0,13236,57.75,C28,35,C,nan
1015,3,"Carver, Mr. Alfred John",male,0,0,392095,7.25,,28,S,nan
1016,3,"Kennedy, Mr. John",male,0,0,368783,7.75,,,Q,nan
1017,3,"Cribb, Miss. Laura Alice",female,0,1,371362,16.1,,17,S,nan
1018,3,"Brobeck, Mr. Karl Rudolf",male,0,0,350045,7.7958,,22,S,nan
1019,3,"McCoy, Miss. Alicia",female,2,0,367226,23.25,,,Q,nan
1020,2,"Bowenur, Mr. Solomon",male,0,0,211535,13,,42,S,nan
1021,3,"Petersen, Mr. Marius",male,0,0,342441,8.05,,24,S,nan
1022,3,"Spinner, Mr. Henry John",male,0,0,STON/OQ. 369943,8.05,,32,S,nan
1023,1,"Gracie, Col. Archibald IV",male,0,0,113780,28.5,C51,53,C,nan
1024,3,"Lefebre, Mrs. Frank (Frances)",female,0,4,4133,25.4667,,,S,nan
1025,3,"Thomas, Mr. Charles P",male,1,0,2621,6.4375,,,C,nan
1026,3,"Dintcheff, Mr. Valtcho",male,0,0,349226,7.8958,,43,S,nan
1027,3,"Carlsson, Mr. Carl Robert",male,0,0,350409,7.8542,,24,S,nan
1028,3,"Zakarian, Mr. Mapriededer",male,0,0,2656,7.225,,26.5,C,nan
1029,2,"Schmidt, Mr. August",male,0,0,248659,13,,26,S,nan
1030,3,"Drapkin, Miss. Jennie",female,0,0,SOTON/OQ 392083,8.05,,23,S,nan
1031,3,"Goodwin, Mr. Charles Frederick",male,1,6,CA 2144,46.9,,40,S,nan
1032,3,"Goodwin, Miss. Jessie Allis",female,5,2,CA 2144,46.9,,10,S,nan
1033,1,"Daniels, Miss. Sarah",female,0,0,113781,151.55,,33,S,nan
1034,1,"Ryerson, Mr. Arthur Larned",male,1,3,PC 17608,262.375,B57 B59 B63 B66,61,C,nan
1035,2,"Beauchamp, Mr. Henry James",male,0,0,244358,26,,28,S,nan
1036,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",male,0,0,17475,26.55,,42,S,nan
1037,3,"Vander Planke, Mr. Julius",male,3,0,345763,18,,31,S,nan
1038,1,"Hilliard, Mr. Herbert Henry",male,0,0,17463,51.8625,E46,,S,nan
1039,3,"Davies, Mr. Evan",male,0,0,SC/A4 23568,8.05,,22,S,nan
1040,1,"Crafton, Mr. John Bertram",male,0,0,113791,26.55,,,S,nan
1041,2,"Lahtinen, Rev. William",male,1,1,250651,26,,30,S,nan
1042,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,0,1,11767,83.1583,C54,23,C,nan
1043,3,"Matinoff, Mr. Nicola",male,0,0,349255,7.8958,,,C,nan
1044,3,"Storey, Mr. Thomas",male,0,0,3701,,,60.5,S,nan
1045,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,0,2,350405,12.1833,,36,S,nan
1046,3,"Asplund, Master. Filip Oscar",male,4,2,347077,31.3875,,13,S,nan
1047,3,"Duquemin, Mr. Joseph",male,0,0,S.O./P.P. 752,7.55,,24,S,nan
1048,1,"Bird, Miss. Ellen",female,0,0,PC 17483,221.7792,C97,29,S,nan
1049,3,"Lundin, Miss. Olga Elida",female,0,0,347469,7.8542,,23,S,nan
1050,1,"Borebank, Mr. John James",male,0,0,110489,26.55,D22,42,S,nan
1051,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,0,2,SOTON/O.Q. 3101315,13.775,,26,S,nan
1052,3,"Smyth, Miss. Julia",female,0,0,335432,7.7333,,,Q,nan
1053,3,"Touma, Master. Georges Youssef",male,1,1,2650,15.2458,,7,C,nan
1054,2,"Wright, Miss. Marion",female,0,0,220844,13.5,,26,S,nan
1055,3,"Pearce, Mr. Ernest",male,0,0,343271,7,,,S,nan
1056,2,"Peruschitz, Rev. Joseph Maria",male,0,0,237393,13,,41,S,nan
1057,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,1,1,315153,22.025,,26,S,nan
1058,1,"Brandeis, Mr. Emil",male,0,0,PC 17591,50.4958,B10,48,C,nan
1059,3,"Ford, Mr. Edward Watson",male,2,2,W./C. 6608,34.375,,18,S,nan
1060,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,0,0,17770,27.7208,,,C,nan
1061,3,"Hellstrom, Miss. Hilda Maria",female,0,0,7548,8.9625,,22,S,nan
1062,3,"Lithman, Mr. Simon",male,0,0,S.O./P.P. 251,7.55,,,S,nan
1063,3,"Zakarian, Mr. Ortin",male,0,0,2670,7.225,,27,C,nan
1064,3,"Dyker, Mr. Adolf Fredrik",male,1,0,347072,13.9,,23,S,nan
1065,3,"Torfa, Mr. Assad",male,0,0,2673,7.2292,,,C,nan
1066,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,1,5,347077,31.3875,,40,S,nan
1067,2,"Brown, Miss. Edith Eileen",female,0,2,29750,39,,15,S,nan
1068,2,"Sincock, Miss. Maude",female,0,0,C.A. 33112,36.75,,20,S,nan
1069,1,"Stengel, Mr. Charles Emil Henry",male,1,0,11778,55.4417,C116,54,C,nan
1070,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,0,3,230136,39,F4,36,S,nan
1071,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,0,2,PC 17756,83.1583,E45,64,C,nan
1072,2,"McCrie, Mr. James Matthew",male,0,0,233478,13,,30,S,nan
1073,1,"Compton, Mr. Alexander Taylor Jr",male,1,1,PC 17756,83.1583,E52,37,C,nan
1074,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,1,0,113773,53.1,D30,18,S,nan
1075,3,"Lane, Mr. Patrick",male,0,0,7935,7.75,,,Q,nan
1076,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",female,1,1,PC 17558,247.5208,B58 B60,27,C,nan
1077,2,"Maybery, Mr. Frank Hubert",male,0,0,239059,16,,40,S,nan
1078,2,"Phillips, Miss. Alice Frances Louisa",female,0,1,S.O./P.P. 2,21,,21,S,nan
1079,3,"Davies, Mr. Joseph",male,2,0,A/4 48873,8.05,,17,S,nan
1080,3,"Sage, Miss. Ada",female,8,2,CA. 2343,69.55,,,S,nan
1081,2,"Veal, Mr. James",male,0,0,28221,13,,40,S,nan
1082,2,"Angle, Mr. William A",male,1,0,226875,26,,34,S,nan
1083,1,"Salomon, Mr. Abraham L",male,0,0,111163,26,,,S,nan
1084,3,"van Billiard, Master. Walter John",male,1,1,A/5. 851,14.5,,11.5,S,nan
1085,2,"Lingane, Mr. John",male,0,0,235509,12.35,,61,Q,nan
1086,2,"Drew, Master. Marshall Brines",male,0,2,28220,32.5,,8,S,nan
1087,3,"Karlsson, Mr. Julius Konrad Eugen",male,0,0,347465,7.8542,,33,S,nan
1088,1,"Spedden, Master. Robert Douglas",male,0,2,16966,134.5,E34,6,C,nan
1089,3,"Nilsson, Miss. Berta Olivia",female,0,0,347066,7.775,,18,S,nan
1090,2,"Baimbrigge, Mr. Charles Robert",male,0,0,C.A. 31030,10.5,,23,S,nan
1091,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,0,0,65305,8.1125,,,S,nan
1092,3,"Murphy, Miss. Nora",female,0,0,36568,15.5,,,Q,nan
1093,3,"Danbom, Master. Gilbert Sigvard Emanuel",male,0,2,347080,14.4,,0.33,S,nan
1094,1,"Astor, Col. John Jacob",male,1,0,PC 17757,227.525,C62 C64,47,C,nan
1095,2,"Quick, Miss. Winifred Vera",female,1,1,26360,26,,8,S,nan
1096,2,"Andrew, Mr. Frank Thomas",male,0,0,C.A. 34050,10.5,,25,S,nan
1097,1,"Omont, Mr. Alfred Fernand",male,0,0,F.C. 12998,25.7417,,,C,nan
1098,3,"McGowan, Miss. Katherine",female,0,0,9232,7.75,,35,Q,nan
1099,2,"Collett, Mr. Sidney C Stuart",male,0,0,28034,10.5,,24,S,nan
1100,1,"Rosenbaum, Miss. Edith Louise",female,0,0,PC 17613,27.7208,A11,33,C,nan
1101,3,"Delalic, Mr. Redjo",male,0,0,349250,7.8958,,25,S,nan
1102,3,"Andersen, Mr. Albert Karvin",male,0,0,C 4001,22.525,,32,S,nan
1103,3,"Finoli, Mr. Luigi",male,0,0,SOTON/O.Q. 3101308,7.05,,,S,nan
1104,2,"Deacon, Mr. Percy William",male,0,0,S.O.C. 14879,73.5,,17,S,nan
1105,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,1,0,24065,26,,60,S,nan
1106,3,"Andersson, Miss. Ida Augusta Margareta",female,4,2,347091,7.775,,38,S,nan
1107,1,"Head, Mr. Christopher",male,0,0,113038,42.5,B11,42,S,nan
1108,3,"Mahon, Miss. Bridget Delia",female,0,0,330924,7.8792,,,Q,nan
1109,1,"Wick, Mr. George Dennick",male,1,1,36928,164.8667,,57,S,nan
1110,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,1,1,113503,211.5,C80,50,C,nan
1111,3,"Thomson, Mr. Alexander Morrison",male,0,0,32302,8.05,,,S,nan
1112,2,"Duran y More, Miss. Florentina",female,1,0,SC/PARIS 2148,13.8583,,30,C,nan
1113,3,"Reynolds, Mr. Harold J",male,0,0,342684,8.05,,21,S,nan
1114,2,"Cook, Mrs. (Selena Rogers)",female,0,0,W./C. 14266,10.5,F33,22,S,nan
1115,3,"Karlsson, Mr. Einar Gervasius",male,0,0,350053,7.7958,,21,S,nan
1116,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,0,0,PC 17606,27.4458,,53,C,nan
1117,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",female,0,2,2661,15.2458,,,C,nan
1118,3,"Asplund, Mr. Johan Charles",male,0,0,350054,7.7958,,23,S,nan
1119,3,"McNeill, Miss. Bridget",female,0,0,370368,7.75,,,Q,nan
1120,3,"Everett, Mr. Thomas James",male,0,0,C.A. 6212,15.1,,40.5,S,nan
1121,2,"Hocking, Mr. Samuel James Metcalfe",male,0,0,242963,13,,36,S,nan
1122,2,"Sweet, Mr. George Frederick",male,0,0,220845,65,,14,S,nan
1123,1,"Willard, Miss. Constance",female,0,0,113795,26.55,,21,S,nan
1124,3,"Wiklund, Mr. Karl Johan",male,1,0,3101266,6.4958,,21,S,nan
1125,3,"Linehan, Mr. Michael",male,0,0,330971,7.8792,,,Q,nan
1126,1,"Cumings, Mr. John Bradley",male,1,0,PC 17599,71.2833,C85,39,C,nan
1127,3,"Vendel, Mr. Olof Edvin",male,0,0,350416,7.8542,,20,S,nan
1128,1,"Warren, Mr. Frank Manley",male,1,0,110813,75.25,D37,64,C,nan
1129,3,"Baccos, Mr. Raffull",male,0,0,2679,7.225,,20,C,nan
1130,2,"Hiltunen, Miss. Marta",female,1,1,250650,13,,18,S,nan
1131,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,1,0,PC 17761,106.425,C86,48,C,nan
1132,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",female,0,0,112377,27.7208,,55,C,nan
1133,2,"Christy, Mrs. (Alice Frances)",female,0,2,237789,30,,45,S,nan
1134,1,"Spedden, Mr. Frederic Oakley",male,1,1,16966,134.5,E34,45,C,nan
1135,3,"Hyman, Mr. Abraham",male,0,0,3470,7.8875,,,S,nan
1136,3,"Johnston, Master. William Arthur Willie""""",male,1,2,W./C. 6607,23.45,,,S,nan
1137,1,"Kenyon, Mr. Frederick R",male,1,0,17464,51.8625,D21,41,S,nan
1138,2,"Karnes, Mrs. J Frank (Claire Bennett)",female,0,0,F.C.C. 13534,21,,22,S,nan
1139,2,"Drew, Mr. James Vivian",male,1,1,28220,32.5,,42,S,nan
1140,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,1,0,26707,26,,29,S,nan
1141,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",female,1,0,2660,14.4542,,,C,nan
1142,2,"West, Miss. Barbara J",female,1,2,C.A. 34651,27.75,,0.92,S,nan
1143,3,"Abrahamsson, Mr. Abraham August Johannes",male,0,0,SOTON/O2 3101284,7.925,,20,S,nan
1144,1,"Clark, Mr. Walter Miller",male,1,0,13508,136.7792,C89,27,C,nan
1145,3,"Salander, Mr. Karl Johan",male,0,0,7266,9.325,,24,S,nan
1146,3,"Wenzel, Mr. Linhart",male,0,0,345775,9.5,,32.5,S,nan
1147,3,"MacKay, Mr. George William",male,0,0,C.A. 42795,7.55,,,S,nan
1148,3,"Mahon, Mr. John",male,0,0,AQ/4 3130,7.75,,,Q,nan
1149,3,"Niklasson, Mr. Samuel",male,0,0,363611,8.05,,28,S,nan
1150,2,"Bentham, Miss. Lilian W",female,0,0,28404,13,,19,S,nan
1151,3,"Midtsjo, Mr. Karl Albert",male,0,0,345501,7.775,,21,S,nan
1152,3,"de Messemaeker, Mr. Guillaume Joseph",male,1,0,345572,17.4,,36.5,S,nan
1153,3,"Nilsson, Mr. August Ferdinand",male,0,0,350410,7.8542,,21,S,nan
1154,2,"Wells, Mrs. Arthur Henry (Addie"" Dart Trevaskis)""",female,0,2,29103,23,,29,S,nan
1155,3,"Klasen, Miss. Gertrud Emilia",female,1,1,350405,12.1833,,1,S,nan
1156,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,0,0,C.A. 34644,12.7375,,30,C,nan
1157,3,"Lyntakoff, Mr. Stanko",male,0,0,349235,7.8958,,,S,nan
1158,1,"Chisholm, Mr. Roderick Robert Crispin",male,0,0,112051,0,,,S,nan
1159,3,"Warren, Mr. Charles William",male,0,0,C.A. 49867,7.55,,,S,nan
1160,3,"Howard, Miss. May Elizabeth",female,0,0,A. 2. 39186,8.05,,,S,nan
1161,3,"Pokrnic, Mr. Mate",male,0,0,315095,8.6625,,17,S,nan
1162,1,"McCaffry, Mr. Thomas Francis",male,0,0,13050,75.2417,C6,46,C,nan
1163,3,"Fox, Mr. Patrick",male,0,0,368573,7.75,,,Q,nan
1164,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,1,0,13508,136.7792,C89,26,C,nan
1165,3,"Lennon, Miss. Mary",female,1,0,370371,15.5,,,Q,nan
1166,3,"Saade, Mr. Jean Nassr",male,0,0,2676,7.225,,,C,nan
1167,2,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,1,0,236853,26,,20,S,nan
1168,2,"Parker, Mr. Clifford Richard",male,0,0,SC 14888,10.5,,28,S,nan
1169,2,"Faunthorpe, Mr. Harry",male,1,0,2926,26,,40,S,nan
1170,2,"Ware, Mr. John James",male,1,0,CA 31352,21,,30,S,nan
1171,2,"Oxenham, Mr. Percy Thomas",male,0,0,W./C. 14260,10.5,,22,S,nan
1172,3,"Oreskovic, Miss. Jelka",female,0,0,315085,8.6625,,23,S,nan
1173,3,"Peacock, Master. Alfred Edward",male,1,1,SOTON/O.Q. 3101315,13.775,,0.75,S,nan
1174,3,"Fleming, Miss. Honora",female,0,0,364859,7.75,,,Q,nan
1175,3,"Touma, Miss. Maria Youssef",female,1,1,2650,15.2458,,9,C,nan
1176,3,"Rosblom, Miss. Salli Helena",female,1,1,370129,20.2125,,2,S,nan
1177,3,"Dennis, Mr. William",male,0,0,A/5 21175,7.25,,36,S,nan
1178,3,"Franklin, Mr. Charles (Charles Fardon)",male,0,0,SOTON/O.Q. 3101314,7.25,,,S,nan
1179,1,"Snyder, Mr. John Pillsbury",male,1,0,21228,82.2667,B45,24,S,nan
1180,3,"Mardirosian, Mr. Sarkis",male,0,0,2655,7.2292,F E46,,C,nan
1181,3,"Ford, Mr. Arthur",male,0,0,A/5 1478,8.05,,,S,nan
1182,1,"Rheims, Mr. George Alexander Lucien",male,0,0,PC 17607,39.6,,,S,nan
1183,3,"Daly, Miss. Margaret Marcella Maggie""""",female,0,0,382650,6.95,,30,Q,nan
1184,3,"Nasr, Mr. Mustafa",male,0,0,2652,7.2292,,,C,nan
1185,1,"Dodge, Dr. Washington",male,1,1,33638,81.8583,A34,53,S,nan
1186,3,"Wittevrongel, Mr. Camille",male,0,0,345771,9.5,,36,S,nan
1187,3,"Angheloff, Mr. Minko",male,0,0,349202,7.8958,,26,S,nan
1188,2,"Laroche, Miss. Louise",female,1,2,SC/Paris 2123,41.5792,,1,C,nan
1189,3,"Samaan, Mr. Hanna",male,2,0,2662,21.6792,,,C,nan
1190,1,"Loring, Mr. Joseph Holland",male,0,0,113801,45.5,,30,S,nan
1191,3,"Johansson, Mr. Nils",male,0,0,347467,7.8542,,29,S,nan
1192,3,"Olsson, Mr. Oscar Wilhelm",male,0,0,347079,7.775,,32,S,nan
1193,2,"Malachard, Mr. Noel",male,0,0,237735,15.0458,D,,C,nan
1194,2,"Phillips, Mr. Escott Robert",male,0,1,S.O./P.P. 2,21,,43,S,nan
1195,3,"Pokrnic, Mr. Tome",male,0,0,315092,8.6625,,24,S,nan
1196,3,"McCarthy, Miss. Catherine Katie""""",female,0,0,383123,7.75,,,Q,nan
1197,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,1,1,112901,26.55,B26,64,S,nan
1198,1,"Allison, Mr. Hudson Joshua Creighton",male,1,2,113781,151.55,C22 C26,30,S,nan
1199,3,"Aks, Master. Philip Frank",male,0,1,392091,9.35,,0.83,S,nan
1200,1,"Hays, Mr. Charles Melville",male,1,1,12749,93.5,B69,55,S,nan
1201,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,1,0,350026,14.1083,,45,S,nan
1202,3,"Cacic, Mr. Jego Grga",male,0,0,315091,8.6625,,18,S,nan
1203,3,"Vartanian, Mr. David",male,0,0,2658,7.225,,22,C,nan
1204,3,"Sadowitz, Mr. Harry",male,0,0,LP 1588,7.575,,,S,nan
1205,3,"Carr, Miss. Jeannie",female,0,0,368364,7.75,,37,Q,nan
1206,1,"White, Mrs. John Stuart (Ella Holmes)",female,0,0,PC 17760,135.6333,C32,55,C,nan
1207,3,"Hagardon, Miss. Kate",female,0,0,AQ/3. 30631,7.7333,,17,Q,nan
1208,1,"Spencer, Mr. William Augustus",male,1,0,PC 17569,146.5208,B78,57,C,nan
1209,2,"Rogers, Mr. Reginald Harry",male,0,0,28004,10.5,,19,S,nan
1210,3,"Jonsson, Mr. Nils Hilding",male,0,0,350408,7.8542,,27,S,nan
1211,2,"Jefferys, Mr. Ernest Wilfred",male,2,0,C.A. 31029,31.5,,22,S,nan
1212,3,"Andersson, Mr. Johan Samuel",male,0,0,347075,7.775,,26,S,nan
1213,3,"Krekorian, Mr. Neshan",male,0,0,2654,7.2292,F E57,25,C,nan
1214,2,"Nesson, Mr. Israel",male,0,0,244368,13,F2,26,S,nan
1215,1,"Rowe, Mr. Alfred G",male,0,0,113790,26.55,,33,S,nan
1216,1,"Kreuchen, Miss. Emilie",female,0,0,24160,211.3375,,39,S,nan
1217,3,"Assam, Mr. Ali",male,0,0,SOTON/O.Q. 3101309,7.05,,23,S,nan
1218,2,"Becker, Miss. Ruth Elizabeth",female,2,1,230136,39,F4,12,S,nan
1219,1,"Rosenshine, Mr. George (Mr George Thorne"")""",male,0,0,PC 17585,79.2,,46,C,nan
1220,2,"Clarke, Mr. Charles Valentine",male,1,0,2003,26,,29,S,nan
1221,2,"Enander, Mr. Ingvar",male,0,0,236854,13,,21,S,nan
1222,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,0,2,C.A. 33112,36.75,,48,S,nan
1223,1,"Dulles, Mr. William Crothers",male,0,0,PC 17580,29.7,A18,39,C,nan
1224,3,"Thomas, Mr. Tannous",male,0,0,2684,7.225,,,C,nan
1225,3,"Nakid, Mrs. Said (Waika Mary"" Mowad)""",female,1,1,2653,15.7417,,19,C,nan
1226,3,"Cor, Mr. Ivan",male,0,0,349229,7.8958,,27,S,nan
1227,1,"Maguire, Mr. John Edward",male,0,0,110469,26,C106,30,S,nan
1228,2,"de Brito, Mr. Jose Joaquim",male,0,0,244360,13,,32,S,nan
1229,3,"Elias, Mr. Joseph",male,0,2,2675,7.2292,,39,C,nan
1230,2,"Denbury, Mr. Herbert",male,0,0,C.A. 31029,31.5,,25,S,nan
1231,3,"Betros, Master. Seman",male,0,0,2622,7.2292,,,C,nan
1232,2,"Fillbrook, Mr. Joseph Charles",male,0,0,C.A. 15185,10.5,,18,S,nan
